Data_Hora;Battery;Dew Point;Gust Speed;PAR;RH;Rain;Solar Radiation;Temperature;Water Content;Wind Direction;Wind Speed
2026-03-20 11:10:00Z;4.2;18.34;4.68;158.75;91.34;0.0;84.38;19.77;0.31;57.56;2.67
2026-03-20 11:15:00Z;4.2;18.34;4.01;158.75;91.2;0.0;84.38;19.79;0.31;61.77;2.67
2026-03-20 11:20:00Z;4.2;18.24;5.34;193.75;90.8;0.0;99.38;19.77;0.31;64.58;3.01
2026-03-20 11:25:00Z;4.22;18.35;7.35;271.25;90.65;0.0;139.38;19.9;0.31;68.79;3.67
2026-03-20 11:30:00Z;4.23;18.29;5.34;258.75;89.72;0.0;133.12;20.0;0.31;71.6;3.01
2026-03-20 11:35:00Z;4.24;18.38;5.68;301.25;89.75;0.0;155.62;20.09;0.31;61.77;3.34
2026-03-20 11:40:00Z;4.23;18.39;5.68;368.75;89.0;0.0;188.12;20.24;0.31;60.37;3.01
2026-03-20 11:45:00Z;4.22;18.41;6.35;458.75;88.65;0.0;238.12;20.32;0.31;58.96;4.01
2026-03-20 11:50:00Z;4.22;18.42;5.68;396.25;87.86;0.0;203.12;20.47;0.31;61.77;3.34
2026-03-20 13:35:00Z;4.2;19.26;4.68;1443.75;70.28;0.0;741.88;25.02;0.31;46.33;2.67
2026-03-20 13:40:00Z;4.2;19.52;5.01;1451.25;70.72;0.0;751.88;25.19;0.31;42.12;2.67
2026-03-20 13:45:00Z;4.2;18.97;5.68;1493.75;69.94;0.0;773.12;24.81;0.31;58.96;3.01
2026-03-20 13:50:00Z;4.2;19.74;6.35;1503.75;71.61;0.0;779.38;25.21;0.31;54.75;3.34
2026-03-20 13:55:00Z;4.2;19.11;7.01;1503.75;70.34;0.0;779.38;24.85;0.31;54.75;3.67
2026-03-20 14:00:00Z;4.2;19.44;5.34;1566.25;69.31;0.0;814.38;25.45;0.31;46.33;3.01
2026-03-20 14:05:00Z;4.2;19.26;5.01;1586.25;67.16;0.0;816.88;25.79;0.31;43.52;2.67
2026-03-20 14:10:00Z;4.2;19.24;6.35;1688.75;68.63;0.0;883.12;25.41;0.31;46.33;3.01
2026-03-20 14:15:00Z;4.2;19.47;6.68;1626.25;67.85;0.0;844.38;25.84;0.31;68.79;3.34
2026-03-20 14:20:00Z;4.2;19.2;6.35;1693.75;66.48;0.0;883.12;25.9;0.31;47.73;3.34
2026-03-20 16:25:00Z;4.2;19.07;3.67;1723.75;53.65;0.0;885.62;29.44;0.31;70.2;2.34
2026-03-20 16:30:00Z;4.2;19.43;5.01;1686.25;53.89;0.0;868.12;29.74;0.31;57.56;2.67
2026-03-20 16:35:00Z;4.2;18.12;7.01;1661.25;51.68;0.0;854.38;29.05;0.31;63.18;3.34
2026-03-20 16:40:00Z;4.2;19.02;5.68;1638.75;54.12;0.0;843.12;29.23;0.31;42.12;3.01
2026-03-20 16:45:00Z;4.2;18.79;5.34;1616.25;53.51;0.0;831.88;29.18;0.31;60.37;3.01
2026-03-20 16:50:00Z;4.2;18.58;6.68;1521.25;52.42;0.0;783.12;29.31;0.31;57.56;3.67
2026-03-20 16:55:00Z;4.2;18.87;5.34;1483.75;52.65;0.0;764.38;29.55;0.31;61.77;3.01
2026-03-20 17:00:00Z;4.2;18.65;4.68;1501.25;51.49;0.0;774.38;29.7;0.31;71.6;3.01
2026-03-20 17:05:00Z;4.2;18.56;7.35;1421.25;51.94;0.0;733.12;29.44;0.31;53.35;3.34
2026-03-20 17:10:00Z;4.2;18.64;5.01;1393.75;50.19;0.0;719.38;30.13;0.31;42.12;2.0
2026-03-20 17:15:00Z;4.2;18.53;6.68;1251.25;51.93;0.0;643.12;29.42;0.31;71.6;3.67
2026-03-20 17:20:00Z;4.2;18.57;4.01;1241.25;51.29;0.0;641.88;29.68;0.31;71.6;2.67
2026-03-20 18:55:00Z;4.2;18.42;6.01;656.25;51.24;0.0;348.12;29.53;0.31;30.89;2.67
2026-03-20 19:00:00Z;4.2;18.48;5.34;633.75;52.09;0.0;336.88;29.31;0.31;39.31;3.01
2026-03-20 19:05:00Z;4.2;18.98;4.34;613.75;53.33;0.0;326.88;29.44;0.31;37.91;2.34
2026-03-20 19:10:00Z;4.2;19.0;4.68;611.25;54.54;0.0;325.62;29.08;0.31;9.83;2.67
2026-03-20 19:15:00Z;4.2;18.94;4.68;603.75;54.2;0.0;321.88;29.12;0.31;19.65;2.67
2026-03-20 19:20:00Z;4.2;19.06;3.67;581.25;54.32;0.0;309.38;29.2;0.31;43.52;2.34
2026-03-20 20:05:00Z;4.21;18.78;5.01;368.75;55.07;0.0;194.38;28.67;0.31;50.54;2.0
2026-03-20 20:10:00Z;4.21;18.79;5.01;363.75;55.74;0.0;190.62;28.48;0.31;36.5;2.34
2026-03-20 20:15:00Z;4.21;18.81;5.01;358.75;56.08;0.0;188.12;28.39;0.31;33.69;2.34
2026-03-20 20:20:00Z;4.21;18.99;3.67;333.75;56.65;0.0;174.38;28.41;0.31;47.73;1.67
2026-03-20 20:25:00Z;4.21;18.65;3.34;311.25;55.85;0.0;163.12;28.28;0.31;44.93;2.34
2026-03-20 20:30:00Z;4.21;18.74;3.34;271.25;56.61;0.0;141.88;28.15;0.31;43.52;2.0
2026-03-20 20:35:00Z;4.21;18.74;3.67;241.25;56.66;0.0;125.62;28.13;0.31;29.48;1.67
2026-03-20 20:40:00Z;4.21;18.74;3.67;218.75;56.89;0.0;114.38;28.07;0.31;35.1;2.0
2026-03-20 20:45:00Z;4.21;18.75;2.34;193.75;57.2;0.0;101.88;27.98;0.31;54.75;1.34
2026-03-20 20:50:00Z;4.21;18.78;2.0;173.75;57.6;0.0;90.62;27.9;0.31;46.33;1.34
2026-03-20 22:05:00Z;4.2;18.6;0.0;1.25;67.53;0.0;0.62;25.0;0.31;39.31;0.0
2026-03-20 22:10:00Z;4.2;18.67;0.33;1.25;68.87;0.0;0.62;24.74;0.31;39.31;0.0
2026-03-20 22:15:00Z;4.2;18.64;0.67;1.25;68.24;0.0;0.62;24.87;0.31;39.31;0.33
2026-03-20 22:20:00Z;4.2;18.65;1.0;1.25;69.33;0.0;0.62;24.61;0.31;57.56;0.33
2026-03-20 22:25:00Z;4.2;18.59;1.0;1.25;70.7;0.0;0.62;24.23;0.31;84.24;0.67
2026-03-20 22:30:00Z;4.2;18.41;0.67;1.25;70.18;0.0;0.62;24.16;0.31;91.25;0.0
2026-03-20 22:35:00Z;4.21;18.45;1.0;1.25;68.11;0.0;0.62;24.7;0.31;95.47;0.67
2026-03-20 22:40:00Z;4.2;18.4;1.34;1.25;66.47;0.0;0.62;25.06;0.31;98.27;0.67
2026-03-20 22:45:00Z;4.2;18.47;2.0;1.25;67.42;0.0;0.62;24.89;0.31;103.89;1.0
2026-03-20 22:50:00Z;4.2;18.44;1.67;1.25;68.78;0.0;0.62;24.53;0.31;105.29;1.0
2026-03-21 04:00:00Z;4.2;20.29;5.34;1.25;86.46;0.0;0.62;22.64;0.31;82.83;2.67
2026-03-21 04:05:00Z;4.2;20.31;4.34;1.25;86.35;0.0;0.62;22.68;0.31;80.02;2.67
2026-03-21 04:10:00Z;4.2;20.31;5.34;1.25;86.47;0.0;0.62;22.66;0.31;89.85;3.01
2026-03-21 04:15:00Z;4.2;20.27;4.68;1.25;86.58;0.0;0.62;22.6;0.31;95.47;3.01
2026-03-21 04:20:00Z;4.2;20.27;4.68;1.25;87.02;0.0;0.62;22.51;0.31;95.47;2.67
2026-03-21 04:25:00Z;4.2;20.22;4.68;1.25;87.1;0.0;0.62;22.45;0.31;91.25;2.67
2026-03-21 04:30:00Z;4.2;20.21;4.34;1.25;87.14;0.0;0.62;22.43;0.31;89.85;2.67
2026-03-21 04:35:00Z;4.2;20.17;4.34;1.25;86.95;0.0;0.62;22.43;0.31;89.85;2.67
2026-03-21 04:40:00Z;4.2;20.17;4.34;1.25;87.04;0.0;0.62;22.41;0.31;91.25;2.67
2026-03-21 04:45:00Z;4.2;20.14;3.67;1.25;87.14;0.0;0.62;22.36;0.31;82.83;2.34
2026-03-21 04:50:00Z;4.2;20.12;5.01;1.25;87.25;0.0;0.62;22.32;0.31;80.02;2.34
2026-03-21 06:15:00Z;4.2;19.92;6.35;1.25;87.89;0.0;0.62;22.0;0.31;81.43;4.01
2026-03-21 06:20:00Z;4.2;19.91;7.35;1.25;88.07;0.0;0.62;21.95;0.31;87.04;4.01
2026-03-21 06:25:00Z;4.2;19.91;6.01;1.25;88.04;0.0;0.62;21.95;0.31;82.83;3.67
2026-03-21 06:30:00Z;4.2;19.92;6.01;1.25;88.12;0.0;0.62;21.95;0.31;82.83;3.01
2026-03-21 06:35:00Z;4.2;19.96;6.01;1.25;87.85;0.0;0.62;22.04;0.31;78.62;3.67
2026-03-21 06:40:00Z;4.2;19.94;6.68;1.25;87.98;0.0;0.62;22.0;0.31;82.83;4.01
2026-03-21 06:45:00Z;4.2;19.97;6.35;1.25;88.04;0.0;0.62;22.02;0.31;74.41;3.67
2026-03-21 06:50:00Z;4.2;19.99;7.01;1.25;87.56;0.0;0.62;22.13;0.31;77.22;4.34
2026-03-21 08:05:00Z;4.2;19.68;9.35;1.25;86.21;0.0;0.62;22.06;0.31;68.79;4.68
2026-03-21 08:10:00Z;4.2;19.64;8.35;1.25;86.38;0.0;0.62;22.0;0.31;78.62;4.34
2026-03-21 08:15:00Z;4.2;19.62;8.02;1.25;86.38;0.0;0.62;21.98;0.31;78.62;4.34
2026-03-21 08:20:00Z;4.2;19.61;7.68;1.25;86.55;0.0;0.62;21.93;0.31;73.0;4.34
2026-03-21 08:25:00Z;4.19;19.55;7.68;1.25;86.21;0.0;0.62;21.93;0.31;70.2;4.68
2026-03-21 08:30:00Z;4.2;19.48;7.01;1.25;85.97;0.0;0.62;21.91;0.31;74.41;4.34
2026-03-21 08:35:00Z;4.2;19.49;6.68;1.25;85.76;0.0;0.62;21.95;0.31;74.41;4.01
2026-03-21 08:40:00Z;4.2;19.49;7.01;1.25;85.77;0.0;0.62;21.95;0.31;73.0;4.34
2026-03-21 08:45:00Z;4.2;19.41;7.68;1.25;85.61;0.0;0.62;21.91;0.31;75.81;4.68
2026-03-21 08:50:00Z;4.2;19.34;8.35;1.25;85.33;0.0;0.62;21.89;0.31;78.62;5.01
2026-03-21 10:00:00Z;4.19;19.05;9.35;1.25;84.92;0.0;0.62;21.68;0.31;71.6;5.68
2026-03-21 10:05:00Z;4.2;19.0;10.35;1.25;84.88;0.0;0.62;21.63;0.31;75.81;5.68
2026-03-21 10:10:00Z;4.2;19.0;9.35;1.25;84.66;0.0;0.62;21.68;0.31;65.98;5.68
2026-03-21 10:15:00Z;4.19;19.0;8.68;1.25;84.62;0.0;0.62;21.68;0.31;67.39;5.68
2026-03-21 10:20:00Z;4.2;19.01;10.35;1.25;84.46;0.0;0.62;21.72;0.31;70.2;5.68
2026-03-21 10:25:00Z;4.19;18.98;8.68;3.75;84.32;0.0;0.62;21.72;0.31;68.79;5.34
2026-03-21 10:30:00Z;4.19;18.99;8.68;3.75;84.36;0.0;0.62;21.72;0.31;71.6;5.01
2026-03-21 10:35:00Z;4.2;18.97;6.68;1.25;84.26;0.0;0.62;21.72;0.31;64.58;4.01
2026-03-21 10:40:00Z;4.19;19.07;5.68;1.25;84.12;0.0;0.62;21.85;0.31;4.21;2.34
2026-03-21 10:45:00Z;4.2;19.23;5.68;1.25;85.3;0.0;0.62;21.78;0.31;277.98;2.67
2026-03-21 10:50:00Z;4.2;19.24;3.67;1.25;86.01;0.0;0.62;21.65;0.31;241.47;1.67
2026-03-21 10:55:00Z;4.19;19.16;3.01;13.75;85.84;0.0;4.38;21.61;0.31;164.26;1.34
2026-03-21 11:00:00Z;4.2;19.23;3.67;16.25;87.0;0.2;4.38;21.46;0.31;80.02;2.0
2026-03-21 11:05:00Z;4.2;19.24;4.68;26.25;87.5;0.8;9.38;21.38;0.31;77.22;2.0
2026-03-21 11:10:00Z;4.2;19.13;6.01;26.25;86.57;0.4;10.62;21.44;0.31;82.83;3.01
2026-03-21 11:15:00Z;4.2;19.17;5.68;23.75;87.22;0.0;8.12;21.35;0.31;82.83;2.34
2026-03-21 11:20:00Z;4.2;19.21;4.01;13.75;87.33;0.2;3.12;21.38;0.31;63.18;1.67
2026-03-21 13:00:00Z;4.2;19.33;2.34;38.75;93.88;0.4;10.62;20.32;0.31;51.95;1.67
2026-03-21 13:05:00Z;4.2;19.35;2.67;36.25;94.23;0.6;10.62;20.28;0.31;39.31;1.34
2026-03-21 13:10:00Z;4.2;19.35;4.01;38.75;94.51;1.0;10.62;20.24;0.31;49.14;2.0
2026-03-21 13:15:00Z;4.2;19.37;3.01;31.25;94.88;0.8;8.12;20.2;0.31;46.33;1.34
2026-03-21 13:20:00Z;4.2;19.44;2.34;31.25;95.17;0.6;8.12;20.22;0.31;47.73;1.0
2026-03-21 13:25:00Z;4.2;19.44;2.34;31.25;95.38;0.8;8.12;20.17;0.31;56.16;1.34
2026-03-21 13:30:00Z;4.2;19.48;2.0;38.75;95.48;1.0;10.62;20.2;0.31;49.14;1.0
2026-03-21 13:35:00Z;4.2;19.56;2.67;41.25;95.57;0.8;11.88;20.26;0.31;54.75;1.34
2026-03-21 13:40:00Z;4.2;19.65;2.67;38.75;95.61;0.6;10.62;20.35;0.31;56.16;1.67
2026-03-21 13:45:00Z;4.2;19.66;4.01;63.75;95.7;1.0;21.88;20.35;0.31;57.56;2.34
2026-03-21 13:50:00Z;4.21;19.75;4.68;93.75;95.84;0.6;36.88;20.41;0.31;68.79;2.34
2026-03-21 14:00:00Z;4.2;19.74;5.68;96.25;95.93;0.4;36.88;20.39;0.33;61.77;3.01
2026-03-21 14:05:00Z;4.2;19.89;4.01;58.75;96.26;0.4;23.12;20.47;0.33;60.37;2.34
2026-03-21 14:10:00Z;4.2;19.91;2.34;111.25;96.28;0.4;39.38;20.5;0.34;30.89;1.34
2026-03-21 14:15:00Z;4.2;20.04;2.67;41.25;96.45;0.2;14.38;20.6;0.34;28.08;1.0
2026-03-21 14:20:00Z;4.2;20.14;2.34;26.25;96.4;0.6;8.12;20.71;0.34;22.46;1.0
2026-03-21 14:25:00Z;4.2;20.19;3.01;113.75;96.44;0.8;43.12;20.75;0.34;358.0;1.67
2026-03-21 14:30:00Z;4.21;20.21;3.34;131.25;96.44;1.4;55.62;20.78;0.35;23.87;1.67
2026-03-21 14:35:00Z;4.22;20.34;2.67;156.25;96.42;0.2;64.38;20.9;0.36;1.4;1.34
2026-03-21 14:40:00Z;4.22;20.45;3.34;201.25;96.54;0.2;80.62;20.99;0.36;12.64;2.0
2026-03-21 14:45:00Z;4.23;20.54;4.34;216.25;96.45;0.0;88.12;21.1;0.36;7.02;1.67
2026-03-21 14:50:00Z;4.23;20.54;3.34;146.25;96.45;0.2;65.62;21.1;0.36;4.21;2.0
2026-03-21 14:55:00Z;4.22;20.71;3.67;103.75;96.48;0.2;43.12;21.27;0.36;355.19;1.67
2026-03-21 15:00:00Z;4.21;20.73;4.68;61.25;96.35;0.2;24.38;21.31;0.36;0.0;2.0
2026-03-21 15:05:00Z;4.21;20.82;4.01;93.75;96.5;0.2;44.38;21.38;0.36;327.11;2.0
2026-03-21 15:10:00Z;4.21;20.98;3.34;313.75;96.51;0.2;146.88;21.53;0.36;353.79;1.34
2026-03-21 15:15:00Z;4.21;21.1;4.01;438.75;96.35;0.0;206.88;21.68;0.36;2.81;2.0
2026-03-21 15:20:00Z;4.21;21.16;4.01;351.25;96.37;0.0;171.88;21.74;0.36;0.0;2.0
2026-03-21 15:25:00Z;4.21;21.27;3.67;288.75;96.21;0.0;144.38;21.87;0.36;352.38;1.67
2026-03-21 15:30:00Z;4.21;21.25;4.01;348.75;96.12;0.0;173.12;21.87;0.36;356.6;1.67
2026-03-21 15:35:00Z;4.21;21.28;3.01;426.25;95.68;0.0;215.62;21.98;0.36;353.79;1.67
2026-03-21 15:40:00Z;4.21;21.36;2.67;546.25;95.13;0.0;275.62;22.15;0.36;352.38;1.34
2026-03-21 15:45:00Z;4.21;21.58;2.67;968.75;95.18;0.0;478.12;22.36;0.36;355.19;1.34
2026-03-21 15:50:00Z;4.21;22.46;3.01;1901.25;94.09;0.0;1015.62;23.43;0.36;342.56;1.67
2026-03-21 16:00:00Z;4.2;21.69;3.34;451.25;90.48;0.0;254.38;23.31;0.35;308.86;1.67
2026-03-21 16:05:00Z;4.2;21.57;2.67;618.75;89.25;0.0;333.12;23.41;0.35;346.77;1.0
2026-03-21 16:10:00Z;4.21;21.02;2.34;848.75;84.95;0.0;440.62;23.67;0.35;18.25;1.34
2026-03-21 16:15:00Z;4.2;21.09;2.0;908.75;83.29;0.0;466.88;24.08;0.35;15.44;1.0
2026-03-21 16:20:00Z;4.2;20.9;2.67;1496.25;81.47;0.0;756.88;24.25;0.35;35.1;1.34
2026-03-21 16:25:00Z;4.2;21.39;2.34;1863.75;79.26;0.0;946.88;25.21;0.35;355.19;1.0
2026-03-21 16:30:00Z;4.2;21.19;2.67;2033.75;77.98;0.0;1029.38;25.28;0.35;341.15;1.34
2026-03-21 16:35:00Z;4.2;21.17;2.67;1063.75;75.92;0.0;538.12;25.71;0.35;331.33;1.34
2026-03-21 16:40:00Z;4.2;20.49;3.67;996.25;73.27;0.0;501.88;25.6;0.35;349.58;1.34
2026-03-21 16:45:00Z;4.2;21.15;1.67;1706.25;72.89;0.0;866.88;26.37;0.35;8.42;0.67
2026-03-21 16:50:00Z;4.2;21.21;2.67;2051.25;72.27;0.0;1051.88;26.59;0.35;0.0;1.34
2026-03-21 17:00:00Z;4.2;20.72;3.01;1166.25;70.86;0.0;565.62;26.42;0.35;352.38;1.67
2026-03-21 17:05:00Z;4.2;20.09;2.34;563.75;69.89;0.0;284.38;25.99;0.35;350.98;1.67
2026-03-21 17:10:00Z;4.2;19.91;1.67;383.75;69.4;0.0;196.88;25.92;0.35;346.77;0.67
2026-03-21 17:15:00Z;4.2;20.47;2.0;403.75;72.66;0.0;208.12;25.73;0.35;346.77;1.0
2026-03-21 17:20:00Z;4.2;20.29;2.34;448.75;72.41;0.0;228.12;25.6;0.35;341.15;1.34
2026-03-21 17:25:00Z;4.2;20.06;3.01;426.25;71.46;0.0;219.38;25.58;0.35;332.73;1.34
2026-03-21 17:30:00Z;4.2;20.25;2.67;416.25;72.22;0.0;215.62;25.6;0.35;320.09;0.67
2026-03-21 17:35:00Z;4.2;20.56;3.34;618.75;74.37;0.0;315.62;25.43;0.35;272.36;1.0
2026-03-21 17:40:00Z;4.2;20.28;5.34;481.25;74.61;0.0;251.88;25.09;0.35;273.76;2.0
2026-03-21 17:45:00Z;4.2;20.57;4.68;653.75;76.64;0.0;333.12;24.94;0.35;275.17;2.0
2026-03-21 17:50:00Z;4.2;20.77;4.34;631.25;76.19;0.0;320.62;25.24;0.35;276.57;1.34
2026-03-21 18:05:00Z;4.2;20.93;4.34;423.75;78.06;0.0;220.62;25.0;0.36;303.25;1.67
2026-03-21 18:10:00Z;4.2;20.97;3.34;476.25;78.54;0.0;243.12;24.94;0.36;297.63;1.34
2026-03-21 18:15:00Z;4.2;20.66;4.68;333.75;77.53;0.0;179.38;24.83;0.35;289.21;1.67
2026-03-21 18:20:00Z;4.2;20.74;3.34;831.25;77.41;0.0;428.12;24.94;0.35;303.25;1.34
2026-03-21 18:25:00Z;4.2;21.05;4.68;771.25;74.5;0.0;384.38;25.9;0.35;307.46;1.67
2026-03-21 18:30:00Z;4.2;20.75;5.01;1373.75;73.33;0.0;691.88;25.86;0.36;282.19;2.0
2026-03-21 18:35:00Z;4.2;19.96;5.34;1176.25;68.81;0.0;596.88;26.12;0.35;276.57;2.34
2026-03-21 18:40:00Z;4.2;19.64;5.68;426.25;68.67;0.0;215.62;25.82;0.36;279.38;2.34
2026-03-21 18:45:00Z;4.2;19.63;5.01;1468.75;70.68;0.0;761.88;25.32;0.35;273.76;2.34
2026-03-21 18:50:00Z;4.2;19.44;5.34;681.25;66.63;0.0;324.38;26.12;0.36;273.76;2.67
2026-03-21 20:00:00Z;4.2;18.38;5.01;353.75;68.33;0.0;183.12;24.57;0.36;258.32;2.0
2026-03-21 20:05:00Z;4.2;18.75;6.01;716.25;68.9;0.0;379.38;24.83;0.36;266.75;2.0
2026-03-21 20:10:00Z;4.2;18.4;6.35;283.75;68.97;0.0;144.38;24.44;0.36;276.57;2.67
2026-03-21 20:15:00Z;4.2;18.43;5.01;333.75;69.82;0.0;171.88;24.27;0.35;268.15;2.0
2026-03-21 20:20:00Z;4.2;18.41;4.68;311.25;70.18;0.0;166.88;24.16;0.36;266.75;2.34
2026-03-21 20:25:00Z;4.2;18.74;5.34;771.25;70.18;0.0;431.88;24.51;0.36;277.98;1.67
2026-03-21 20:30:00Z;4.2;18.9;3.67;308.75;68.21;0.0;165.62;25.15;0.36;275.17;1.34
2026-03-21 20:35:00Z;4.2;18.62;5.01;163.75;70.12;0.0;81.88;24.4;0.36;272.36;1.67
2026-03-21 20:40:00Z;4.2;18.43;4.34;106.25;70.98;0.0;56.88;23.99;0.35;280.78;2.0
2026-03-21 20:45:00Z;4.2;18.47;3.67;61.25;71.79;0.0;41.88;23.84;0.35;286.4;1.67
2026-03-21 20:50:00Z;4.2;18.46;4.34;96.25;72.34;0.0;54.38;23.71;0.35;252.71;1.67
2026-03-21 20:55:00Z;4.2;18.43;4.68;156.25;71.9;0.0;80.62;23.78;0.36;265.34;2.34
2026-03-21 21:00:00Z;4.2;16.69;10.02;56.25;72.64;0.0;30.62;21.8;0.36;245.69;4.01
2026-03-21 21:05:00Z;4.2;16.26;7.35;123.75;77.68;0.0;65.62;20.26;0.36;240.07;4.34
2026-03-21 21:10:00Z;4.2;16.41;6.01;103.75;79.57;0.0;51.88;20.02;0.36;248.49;2.67
2026-03-21 21:15:00Z;4.2;16.38;4.34;78.75;80.42;0.0;35.62;19.83;0.36;235.86;2.0
2026-03-21 21:20:00Z;4.2;16.15;7.01;56.25;80.93;0.0;23.12;19.49;0.36;230.24;3.01
2026-03-21 21:25:00Z;4.2;15.93;8.68;38.75;81.11;0.0;18.12;19.23;0.35;230.24;3.01
2026-03-21 21:30:00Z;4.2;15.75;7.35;26.25;80.83;0.0;13.12;19.1;0.36;235.86;3.34
2026-03-21 21:35:00Z;4.2;15.71;5.34;21.25;81.24;0.0;14.38;18.97;0.36;235.86;2.67
2026-03-21 21:40:00Z;4.21;15.51;5.68;16.25;80.34;0.0;10.62;18.95;0.35;242.88;2.67
2026-03-21 21:45:00Z;4.2;14.93;7.01;16.25;77.83;0.0;13.12;18.87;0.35;228.84;3.34
2026-03-21 21:50:00Z;4.21;14.75;7.01;11.25;77.54;0.0;5.62;18.74;0.35;231.65;3.67
2026-03-21 22:00:00Z;4.2;14.54;6.01;6.25;78.17;0.0;3.12;18.39;0.35;226.03;3.01
2026-03-21 22:05:00Z;4.2;14.46;5.01;3.75;78.48;0.0;1.88;18.24;0.35;237.26;2.67
2026-03-21 22:10:00Z;4.2;14.43;4.68;1.25;78.98;0.0;0.62;18.12;0.35;237.26;2.34
2026-03-21 22:15:00Z;4.2;14.43;5.01;1.25;79.49;0.0;0.62;18.01;0.36;233.05;2.34
2026-03-21 22:20:00Z;4.2;14.36;3.67;1.25;79.58;0.0;0.62;17.92;0.35;230.24;2.0
2026-03-21 22:25:00Z;4.2;14.25;4.68;1.25;79.22;0.0;0.62;17.88;0.35;227.44;2.0
2026-03-21 22:30:00Z;4.2;14.09;4.01;1.25;78.6;0.0;0.62;17.84;0.35;231.65;2.0
2026-03-21 22:35:00Z;4.2;13.98;3.01;1.25;78.59;0.0;0.62;17.73;0.35;228.84;1.67
2026-03-21 22:40:00Z;4.2;13.93;2.67;1.25;79.06;0.0;0.62;17.58;0.35;228.84;1.34
2026-03-21 22:45:00Z;4.2;13.92;3.01;1.25;79.57;0.0;0.62;17.47;0.35;240.07;1.34
2026-03-21 22:50:00Z;4.2;13.91;2.34;1.25;80.14;0.0;0.62;17.34;0.35;228.84;1.0
2026-03-21 22:55:00Z;4.2;13.89;1.67;1.25;80.26;0.0;0.62;17.3;0.35;226.03;0.33
2026-03-21 23:00:00Z;4.2;13.86;0.67;1.25;80.33;0.0;0.62;17.26;0.35;213.4;0.33
2026-03-21 23:05:00Z;4.2;13.85;1.34;1.25;80.48;0.0;0.62;17.21;0.35;231.65;0.67
2026-03-21 23:10:00Z;4.2;13.81;1.67;1.25;80.85;0.0;0.62;17.11;0.35;242.88;0.67
2026-03-21 23:15:00Z;4.2;13.79;1.67;1.25;81.28;0.0;0.62;17.0;0.35;240.07;0.67
2026-03-21 23:20:00Z;4.2;13.8;1.67;1.25;81.88;0.0;0.62;16.89;0.35;256.92;0.67
2026-03-21 23:25:00Z;4.2;13.76;1.0;1.25;82.33;0.0;0.62;16.76;0.35;249.9;0.33
2026-03-21 23:30:00Z;4.2;13.8;1.34;1.25;82.79;0.0;0.62;16.72;0.35;258.32;0.33
2026-03-21 23:35:00Z;4.2;13.79;1.67;1.25;82.95;0.0;0.62;16.68;0.35;217.61;1.0
2026-03-21 23:40:00Z;4.2;13.79;1.34;1.25;83.21;0.0;0.62;16.64;0.35;234.45;0.67
2026-03-21 23:45:00Z;4.2;13.78;1.34;1.25;83.85;0.0;0.62;16.51;0.35;230.24;0.67
2026-03-21 23:50:00Z;4.2;13.8;1.34;1.25;84.5;0.0;0.62;16.4;0.35;238.67;0.33
2026-03-22 04:15:00Z;4.19;12.24;0.0;1.25;92.48;0.0;0.62;13.42;0.35;306.05;0.0
2026-03-22 04:20:00Z;4.19;12.25;0.0;1.25;92.41;0.0;0.62;13.44;0.35;314.48;0.0
2026-03-22 04:25:00Z;4.19;12.13;0.0;1.25;92.46;0.0;0.62;13.31;0.35;314.48;0.0
2026-03-22 04:30:00Z;4.19;12.06;0.0;1.25;92.55;0.0;0.62;13.23;0.35;314.48;0.0
2026-03-22 04:35:00Z;4.19;12.02;0.0;1.25;92.71;0.0;0.62;13.16;0.35;314.48;0.0
2026-03-22 04:40:00Z;4.19;11.96;0.0;1.25;92.73;0.0;0.62;13.1;0.35;315.88;0.0
2026-03-22 04:45:00Z;4.19;11.97;0.0;1.25;92.77;0.0;0.62;13.1;0.35;301.84;0.0
2026-03-22 04:50:00Z;4.19;11.92;0.0;1.25;92.85;0.0;0.62;13.03;0.35;289.21;0.0
2026-03-22 06:55:00Z;4.19;10.69;0.0;1.25;94.61;0.0;0.62;11.51;0.35;293.42;0.0
2026-03-22 07:00:00Z;4.19;10.56;0.0;1.25;94.64;0.0;0.62;11.38;0.35;293.42;0.0
2026-03-22 07:05:00Z;4.19;10.48;0.0;1.25;94.79;0.0;0.62;11.27;0.35;294.82;0.0
2026-03-22 07:10:00Z;4.19;10.42;0.0;1.25;94.8;0.0;0.62;11.21;0.35;304.65;0.0
2026-03-22 07:15:00Z;4.19;10.39;0.0;1.25;94.88;0.0;0.62;11.17;0.35;304.65;0.0
2026-03-22 07:20:00Z;4.19;10.34;0.0;1.25;94.97;0.0;0.62;11.1;0.35;304.65;0.0
2026-03-22 07:25:00Z;4.19;10.4;0.0;1.25;95.06;0.0;0.62;11.15;0.35;304.65;0.0
2026-03-22 07:30:00Z;4.19;10.34;0.0;1.25;95.11;0.0;0.62;11.08;0.35;304.65;0.0
2026-03-22 07:35:00Z;4.19;10.38;0.0;1.25;95.2;0.0;0.62;11.1;0.35;304.65;0.0
2026-03-22 07:40:00Z;4.19;10.46;0.0;1.25;95.36;0.0;0.62;11.17;0.35;304.65;0.0
2026-03-22 07:45:00Z;4.19;10.66;0.0;1.25;95.39;0.0;0.62;11.36;0.35;304.65;0.0
2026-03-22 07:50:00Z;4.19;10.6;0.0;1.25;95.42;0.0;0.62;11.3;0.35;304.65;0.0
